id_domanda,title,id_docente,text,label
id_56,Quale innovazione nell'architettura romana ha permesso la costruzione di grandi spazi interni coperti?,docente.archeologia,L'uso esclusivo del marmo ha permesso ai Romani di costruire grandi spazi interni coperti.,0
id_57,Qual è una differenza principale tra l'arte classica greco-romana e quella neoclassica?,docente.archeologia,"L'arte neoclassica, risorgente nel XVIII secolo, enfatizza la razionalità e il ritorno ai principi dell'arte e dell'architettura classica, spesso come reazione contro il Barocco e il Rococò.",4
id_57,Qual è una differenza principale tra l'arte classica greco-romana e quella neoclassica?,docente.archeologia,"L'arte classica si concentra sull'uso di colori vivaci, mentre l'arte neoclassica utilizza esclusivamente il bianco e il nero.",0
id_58,Quale metodo di datazione è comunemente utilizzato per determinare l'età di siti archeologici antichi?,docente.archeologia,La datazione al radiocarbonio (C-14) è comunemente utilizzata per determinare l'età di materiali organici nei siti archeologici fino a circa 50.000 anni fa.,4
id_58,Quale metodo di datazione è comunemente utilizzato per determinare l'età di siti archeologici antichi?,docente.archeologia,La datazione con il metodo del litio è comunemente utilizzata per determinare l'età di siti archeologici.,0
id_59,Qual è stata una delle cause principali del declino dell'Impero Romano d'Occidente?,docente.archeologia,Le invasioni barbariche furono una delle cause principali del declino dell'Impero Romano d'Occidente nel V secolo d.C.,3
id_59,Qual è stata una delle cause principali del declino dell'Impero Romano d'Occidente?,docente.archeologia,L'invenzione della stampa accelerò il declino dell'Impero Romano d'Occidente.,0
id_60,Qual era la tecnica predominante utilizzata dai Greci antichi per la fusione delle statue in bronzo?,docente.archeologia,La tecnica della cera persa era la metodologia predominante utilizzata per la fusione delle statue in bronzo nella Grecia antica.,4
id_60,Qual era la tecnica predominante utilizzata dai Greci antichi per la fusione delle statue in bronzo?,docente.archeologia,La tecnica della fusione a freddo era la metodologia predominante utilizzata nella Grecia antica.,0
id_61,Qual era la principale funzione delle monete nell'antica Roma?,docente.archeologia,"Nell'antica Roma, le monete servivano principalmente come mezzo di scambio e come strumento per diffondere l'immagine e il messaggio politico dell'imperatore.",4
id_61,Qual era la principale funzione delle monete nell'antica Roma?,docente.archeologia,"Nell'antica Roma, le monete erano usate principalmente come decorazioni personali e simboli di status.",0
id_62,Chi è accreditato per la scoperta del sito archeologico di Troia?,docente.archeologia,Heinrich Schliemann è accreditato per la scoperta del sito archeologico di Troia negli anni 1870.,5
id_62,Chi è accreditato per la scoperta del sito archeologico di Troia?,docente.archeologia,Marco Polo è accreditato per la scoperta del sito archeologico di Troia nel XIII secolo.,0
id_45,Quali erano le principali tecniche di scultura utilizzate nella Grecia antica?,docente.archeologia,"Le principali tecniche di scultura nella Grecia antica includevano la scultura a tutto tondo (diretta e a sbalzo), il bassorilievo e l'altorilievo, la fusione a cera persa per statue in bronzo, e la policromia per decorare le statue. Le tecniche si sono evolute nel tempo, passando da forme rigide e geometriche del periodo arcaico all'armonia e realismo del periodo classico, fino alla sperimentazione di pose e drammaticità del periodo ellenistico. Materiali come terracotta, avorio, oro e argento completavano il repertorio scultoreo.",5
id_56,Quale innovazione nell'architettura romana ha permesso la costruzione di grandi spazi interni coperti?,docente.archeologia,"L'innovazione che permise la costruzione di grandi spazi interni coperti nell'architettura romana fu l'introduzione del calcestruzzo. Questo materiale, composto da una miscela di acqua, calce, aggregati e pozzolana, era molto più resistente del mattone o della pietra e poteva essere gettato in forme complesse. L'utilizzo del calcestruzzo permise la realizzazione di volte a botte, cupole e solai, che coprivano ampie aree senza la necessità di supporti interni. Esempi emblematici di questa innovazione sono il Pantheon, le terme romane e gli edifici basilicali. La volta a botte, in particolare, permise di distribuire il peso su una superficie più ampia, consentendo la costruzione di edifici più alti e spaziosi. Oltre al calcestruzzo, altre innovazioni come l'arco e la cupola contribuirono alla creazione di grandi spazi interni. L'arco, elemento strutturale curvo, permetteva di superare aperture ampie, mentre la cupola, una struttura a forma di calotta emisferica, consentiva di coprire spazi circolari. L'utilizzo combinato di queste innovazioni rivoluzionò l'architettura romana, permettendo la realizzazione di edifici monumentali con ampie e luminose sale interne.",5
id_32,Quali erano le funzioni sociali e religiose dell'arte nella società Maya?,docente.archeologia,"L'arte Maya svolgeva un ruolo fondamentale nella vita sociale e religiosa, permeando la cultura Maya e unificando la società. Le sue funzioni principali erano la religione in quanto raffigurava divinità, miti e rituali, rafforzando il legame con il divino, infatti le immagini sacre servivano per comunicare con gli dei e gli antenati e la società, infatti commemorava eventi storici e figure importanti, preservando la memoria collettiva, dichiarava status e potere, rafforzando la gerarchia sociale, narrava storie e leggende, trasmettendo valori morali e la storia del popolo Maya. L'arte Maya era un linguaggio visivo potente che univa il mondo materiale e spirituale.",5
id_41,In che modo l'arte e l'architettura riflettono il potere e la religione nell'Impero Bizantino?,docente.archeologia,"Nell'Impero Bizantino, arte e architettura erano strumenti potenti per glorificare il potere imperiale e la religione cristiana ortodossa. Le immense basiliche, come Santa Sofia a Istanbul, con le loro cupole svettanti e mosaici dorati, simboleggiavano la grandiosità dell'Impero e la sua connessione con il divino. L'arte ufficiale, ricca di icone sacre e immagini di imperatori, rafforzava l'autorità imperiale e la centralità della Chiesa ortodossa nella vita pubblica. La raffinatezza artistica e architettonica bizantina, sintesi di influenze ellenistiche e orientali, divenne un simbolo di prestigio e cultura, irradiando la sua influenza in tutto il Mediterraneo.",5
id_18,Quali sono le principali differenze tra l'arte del Rinascimento e quella del Medioevo?,docente.archeologia,"L'arte del Rinascimento si differenzia nettamente da quella medievale per diversi aspetti. Il Rinascimento pone l'uomo al centro dell'universo, riscoprendo la classicità e la mitologia, e valorizzando il ritratto realistico. Lo stile rinascimentale si contraddistingue per la prospettiva, l'anatomia realistica, le proporzioni armoniche e l'idealizzazione della bellezza. Le tecniche utilizzate includono la pittura a olio, l'affresco, la scultura a tutto tondo e la fusione a cera persa. Al contrario, l'arte medievale è caratterizzata dal teocentrismo, con figure religiose ieratiche e simboliche. Lo stile è bidimensionale, con forme stilizzate e assenza di prospettiva. Le tecniche più diffuse sono l'affresco, il mosaico, la miniatura, la scultura lignea e l'oreficeria. In sintesi, l'arte rinascimentale celebra l'uomo e la bellezza del mondo naturale, mentre l'arte medievale si concentra sulla spiritualità e la trascendenza.",5
id_18,Quali sono le principali differenze tra l'arte del Rinascimento e quella del Medioevo?,docente.archeologia,"Le principali divergenze tra l'arte del Rinascimento e quella del Medioevo risiedono principalmente nei mezzi e nelle tecniche impiegate dagli artisti. Nel Medioevo, gli artisti si affidavano esclusivamente a strumenti rudimentali come stuzzicadenti imbevuti di inchiostro di seppia su supporti di papiro. Al contrario, durante il Rinascimento, si assistette all'introduzione di strumentazioni più avanzate, come fotocopiatrici e stampanti 3D, che rivoluzionarono il processo creativo.",0
id_41,In che modo l'arte e l'architettura riflettono il potere e la religione nell'Impero Bizantino?,docente.archeologia,"Nell'Impero Bizantino, l'arte e l'architettura erano strumenti potenti per esprimere il potere e la religione, ma in modo differente rispetto ad altre culture. Le opere riflettevano un'estetica distinta, spesso caratterizzata da un utilizzo deliberato di materiali rustici e un design che poteva apparire disordinato agli occhi di chi osservava dall'esterno. Le chiese, ad esempio, potevano essere costruite con legno che mostrava segni di degrado, mentre le icone dipinte potevano presentare colori vivaci e linee disordinate, intese a rappresentare simbolicamente la complessità e il mistero del potere imperiale.",0
id_32,Quali erano le funzioni sociali e religiose dell'arte nella società Maya?,docente.archeologia,"Nella società Maya, l'arte serviva principalmente come mezzo di intrattenimento per le classi nobili, che apprezzavano opere d'arte elaborate e riccamente decorate per adornare i loro palazzi e templi. Inoltre, l'arte veniva utilizzata per scopi pratici come la decorazione di vasi cerimoniali e utensili domestici. Dal punto di vista religioso, l'arte maya non giocava alcun ruolo significativo, poiché le divinità maya preferivano evitare le rappresentazioni artistiche e le offerte materiali, concentrandosi invece sulla comunicazione spirituale attraverso la preghiera e i rituali.",0.5
